pollster,start_date,end_date,candidate_name,pct,sample_size,state,methodology,party,election_date
Torchlight Strategies,2024-07-08,2024-07-11,Joe Biden,33,698,Nebraska,Live Phone/Text-to-Web,DEM,2024-11-05
Torchlight Strategies,2024-07-08,2024-07-11,Donald Trump,52,698,Nebraska,Live Phone/Text-to-Web,REP,2024-11-05
Torchlight Strategies,2024-07-08,2024-07-11,Joe Biden,42,300,Nebraska CD-2,Live Phone/Text-to-Web,DEM,2024-11-05
Torchlight Strategies,2024-07-08,2024-07-11,Donald Trump,42,300,Nebraska CD-2,Live Phone/Text-to-Web,REP,2024-11-05
SoCal Research,2024-07-06,2024-07-11,Joe Biden,47,1000,Virginia,Online Ad,DEM,2024-11-05
SoCal Research,2024-07-06,2024-07-11,Donald Trump,44,1000,Virginia,Online Ad,REP,2024-11-05
SoCal Research,2024-07-06,2024-07-11,Kamala Harris,47,1000,Virginia,Online Ad,DEM,2024-11-05
SoCal Research,2024-07-06,2024-07-11,Donald Trump,47,1000,Virginia,Online Ad,REP,2024-11-05
Marist,2024-07-09,2024-07-10,Joe Biden,50,1174,National,Live Phone/Online Panel,DEM,2024-11-05
Marist,2024-07-09,2024-07-10,Donald Trump,48,1174,National,Live Phone/Online Panel,REP,2024-11-05
Marist,2024-07-09,2024-07-10,Joe Biden,42,1174,National,Live Phone/Online Panel,DEM,2024-11-05
Marist,2024-07-09,2024-07-10,Donald Trump,43,1174,National,Live Phone/Online Panel,REP,2024-11-05
Marist,2024-07-09,2024-07-10,Robert F. Kennedy,8,1174,National,Live Phone/Online Panel,IND,2024-11-05
Marist,2024-07-09,2024-07-10,Cornel West,3,1174,National,Live Phone/Online Panel,IND,2024-11-05
Marist,2024-07-09,2024-07-10,Jill Stein,2,1174,National,Live Phone/Online Panel,GRE,2024-11-05
Marist,2024-07-09,2024-07-10,Chase Oliver,0,1174,National,Live Phone/Online Panel,LIB,2024-11-05
Marist,2024-07-09,2024-07-10,Kamala Harris,50,1174,National,Live Phone/Online Panel,DEM,2024-11-05
Marist,2024-07-09,2024-07-10,Donald Trump,49,1174,National,Live Phone/Online Panel,REP,2024-11-05
Marist,2024-07-09,2024-07-10,Gretchen Whitmer,49,1174,National,Live Phone/Online Panel,DEM,2024-11-05
Marist,2024-07-09,2024-07-10,Donald Trump,49,1174,National,Live Phone/Online Panel,REP,2024-11-05
Marist,2024-07-09,2024-07-10,Gavin Newsom,50,1174,National,Live Phone/Online Panel,DEM,2024-11-05
Marist,2024-07-09,2024-07-10,Donald Trump,48,1174,National,Live Phone/Online Panel,REP,2024-11-05
Morning Consult,2024-07-08,2024-07-10,Joe Biden,42,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2024-07-08,2024-07-10,Donald Trump,44,4000,National,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Joe Biden,39,419,Arizona,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Donald Trump,43,419,Arizona,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Robert F. Kennedy,7,419,Arizona,Online Panel,IND,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Chase Oliver,0,419,Arizona,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Jill Stein,1,419,Arizona,Online Panel,GRE,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Joe Biden,41,465,Florida,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Donald Trump,45,465,Florida,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Robert F. Kennedy,5,465,Florida,Online Panel,IND,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Chase Oliver,0,465,Florida,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Jill Stein,0,465,Florida,Online Panel,GRE,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Joe Biden,40,433,Georgia,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Donald Trump,46,433,Georgia,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Robert F. Kennedy,6,433,Georgia,Online Panel,IND,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Chase Oliver,0,433,Georgia,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Jill Stein,1,433,Georgia,Online Panel,GRE,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Joe Biden,43,465,Michigan,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Donald Trump,42,465,Michigan,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Robert F. Kennedy,6,465,Michigan,Online Panel,IND,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Chase Oliver,1,465,Michigan,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Jill Stein,0,465,Michigan,Online Panel,GRE,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Joe Biden,42,420,North Carolina,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Donald Trump,44,420,North Carolina,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Robert F. Kennedy,4,420,North Carolina,Online Panel,IND,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Chase Oliver,0,420,North Carolina,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Jill Stein,1,420,North Carolina,Online Panel,GRE,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Joe Biden,40,719,Pennsylvania,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Donald Trump,45,719,Pennsylvania,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Robert F. Kennedy,6,719,Pennsylvania,Online Panel,IND,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Chase Oliver,0,719,Pennsylvania,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-10,Jill Stein,1,719,Pennsylvania,Online Panel,GRE,2024-11-05
Beacon/Shaw,2024-07-07,2024-07-10,Joe Biden,41,1210,National,Live Phone/Text-to-Web,DEM,2024-11-05
Beacon/Shaw,2024-07-07,2024-07-10,Donald Trump,44,1210,National,Live Phone/Text-to-Web,REP,2024-11-05
Beacon/Shaw,2024-07-07,2024-07-10,Robert F. Kennedy,10,1210,National,Live Phone/Text-to-Web,IND,2024-11-05
Beacon/Shaw,2024-07-07,2024-07-10,Cornel West,1,1210,National,Live Phone/Text-to-Web,IND,2024-11-05
Beacon/Shaw,2024-07-07,2024-07-10,Jill Stein,3,1210,National,Live Phone/Text-to-Web,GRE,2024-11-05
Beacon/Shaw,2024-07-07,2024-07-10,Joe Biden,48,1210,National,Live Phone/Text-to-Web,DEM,2024-11-05
Beacon/Shaw,2024-07-07,2024-07-10,Donald Trump,49,1210,National,Live Phone/Text-to-Web,REP,2024-11-05
Beacon/Shaw,2024-07-07,2024-07-10,Kamala Harris,48,1210,National,Live Phone/Text-to-Web,DEM,2024-11-05
Beacon/Shaw,2024-07-07,2024-07-10,Donald Trump,49,1210,National,Live Phone/Text-to-Web,REP,2024-11-05
Beacon/Shaw,2024-07-07,2024-07-10,Gretchen Whitmer,48,1210,National,Live Phone/Text-to-Web,DEM,2024-11-05
Beacon/Shaw,2024-07-07,2024-07-10,Donald Trump,49,1210,National,Live Phone/Text-to-Web,REP,2024-11-05
Beacon/Shaw,2024-07-07,2024-07-10,Gavin Newsom,48,1210,National,Live Phone/Text-to-Web,DEM,2024-11-05
Beacon/Shaw,2024-07-07,2024-07-10,Donald Trump,48,1210,National,Live Phone/Text-to-Web,REP,2024-11-05
North Star Opinion Research,2024-07-06,2024-07-10,Joe Biden,44,600,Wisconsin,Live Phone,DEM,2024-11-05
North Star Opinion Research,2024-07-06,2024-07-10,Donald Trump,46,600,Wisconsin,Live Phone,REP,2024-11-05
North Star Opinion Research,2024-07-06,2024-07-10,Joe Biden,36,600,Wisconsin,Live Phone,DEM,2024-11-05
North Star Opinion Research,2024-07-06,2024-07-10,Donald Trump,38,600,Wisconsin,Live Phone,REP,2024-11-05
North Star Opinion Research,2024-07-06,2024-07-10,Robert F. Kennedy,11,600,Wisconsin,Live Phone,IND,2024-11-05
North Star Opinion Research,2024-07-06,2024-07-10,Chase Oliver,2,600,Wisconsin,Live Phone,LIB,2024-11-05
North Star Opinion Research,2024-07-06,2024-07-10,Jill Stein,3,600,Wisconsin,Live Phone,GRE,2024-11-05
North Star Opinion Research,2024-07-06,2024-07-10,Kamala Harris,47,600,Wisconsin,Live Phone,DEM,2024-11-05
North Star Opinion Research,2024-07-06,2024-07-10,Donald Trump,48,600,Wisconsin,Live Phone,REP,2024-11-05
Cygnal,2024-07-08,2024-07-09,Joe Biden,39.4,600,Iowa,Online Panel/Text-to-Web,DEM,2024-11-05
Cygnal,2024-07-08,2024-07-09,Donald Trump,51.4,600,Iowa,Online Panel/Text-to-Web,REP,2024-11-05
YouGov,2024-07-07,2024-07-09,Joe Biden,40,1443,National,Online Panel,DEM,2024-11-05
YouGov,2024-07-07,2024-07-09,Donald Trump,43,1443,National,Online Panel,REP,2024-11-05
YouGov,2024-07-07,2024-07-09,Robert F. Kennedy,4,1443,National,Online Panel,IND,2024-11-05
YouGov,2024-07-07,2024-07-09,Cornel West,1,1443,National,Online Panel,IND,2024-11-05
YouGov,2024-07-07,2024-07-09,Jill Stein,1,1443,National,Online Panel,GRE,2024-11-05
YouGov,2024-07-07,2024-07-09,Kamala Harris,38,1443,National,Online Panel,DEM,2024-11-05
YouGov,2024-07-07,2024-07-09,Donald Trump,42,1443,National,Online Panel,REP,2024-11-05
YouGov,2024-07-07,2024-07-09,Robert F. Kennedy,5,1443,National,Online Panel,IND,2024-11-05
YouGov,2024-07-07,2024-07-09,Jill Stein,2,1443,National,Online Panel,GRE,2024-11-05
YouGov,2024-07-07,2024-07-09,Cornel West,1,1443,National,Online Panel,IND,2024-11-05
Hart/POS,2024-07-07,2024-07-09,Joe Biden,43,800,National,Live Phone,DEM,2024-11-05
Hart/POS,2024-07-07,2024-07-09,Donald Trump,45,800,National,Live Phone,REP,2024-11-05
Hart/POS,2024-07-07,2024-07-09,Joe Biden,37,800,National,Live Phone,DEM,2024-11-05
Hart/POS,2024-07-07,2024-07-09,Donald Trump,40,800,National,Live Phone,REP,2024-11-05
Hart/POS,2024-07-07,2024-07-09,Robert F. Kennedy,10,800,National,Live Phone,IND,2024-11-05
Hart/POS,2024-07-07,2024-07-09,Jill Stein,3,800,National,Live Phone,GRE,2024-11-05
Hart/POS,2024-07-07,2024-07-09,Chase Oliver,2,800,National,Live Phone,LIB,2024-11-05
Hart/POS,2024-07-07,2024-07-09,Cornel West,1,800,National,Live Phone,IND,2024-11-05
Hart/POS,2024-07-07,2024-07-09,Kamala Harris,45,800,National,Live Phone,DEM,2024-11-05
Hart/POS,2024-07-07,2024-07-09,Donald Trump,47,800,National,Live Phone,REP,2024-11-05
Morning Consult,2024-07-07,2024-07-09,Joe Biden,42,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2024-07-07,2024-07-09,Donald Trump,44,4000,National,Online Panel,REP,2024-11-05
Ipsos,2024-07-05,2024-07-09,Joe Biden,46,2041,National,Probability Panel,DEM,2024-11-05
Ipsos,2024-07-05,2024-07-09,Donald Trump,46,2041,National,Probability Panel,REP,2024-11-05
Ipsos,2024-07-05,2024-07-09,Joe Biden,42,2041,National,Probability Panel,DEM,2024-11-05
Ipsos,2024-07-05,2024-07-09,Donald Trump,43,2041,National,Probability Panel,REP,2024-11-05
Ipsos,2024-07-05,2024-07-09,Robert F. Kennedy,9,2041,National,Probability Panel,IND,2024-11-05
Ipsos,2024-07-05,2024-07-09,Cornel West,2,2041,National,Probability Panel,IND,2024-11-05
Ipsos,2024-07-05,2024-07-09,Jill Stein,2,2041,National,Probability Panel,GRE,2024-11-05
Ipsos,2024-07-05,2024-07-09,Kamala Harris,49,2041,National,Probability Panel,DEM,2024-11-05
Ipsos,2024-07-05,2024-07-09,Donald Trump,47,2041,National,Probability Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-08,Joe Biden,42,1101,National,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-08,Donald Trump,43,1101,National,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-08,Robert F. Kennedy,6,1101,National,Online Panel,IND,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-08,Chase Oliver,1,1101,National,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-08,Kamala Harris,37,1101,National,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-08,Donald Trump,44,1101,National,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-08,Robert F. Kennedy,8,1101,National,Online Panel,IND,2024-11-05
Redfield & Wilton Strategies,2024-07-08,2024-07-08,Chase Oliver,1,1101,National,Online Panel,LIB,2024-11-05
Emerson,2024-07-07,2024-07-08,Joe Biden,49.8,1370,National,IVR/Online Panel/Text-to-Web,DEM,2024-11-05
Emerson,2024-07-07,2024-07-08,Donald Trump,50.2,1370,National,IVR/Online Panel/Text-to-Web,REP,2024-11-05
Emerson,2024-07-07,2024-07-08,Joe Biden,39.9,1370,National,IVR/Online Panel/Text-to-Web,DEM,2024-11-05
Emerson,2024-07-07,2024-07-08,Donald Trump,43.7,1370,National,IVR/Online Panel/Text-to-Web,REP,2024-11-05
Emerson,2024-07-07,2024-07-08,Robert F. Kennedy,6.1,1370,National,IVR/Online Panel/Text-to-Web,IND,2024-11-05
Emerson,2024-07-07,2024-07-08,Cornel West,1.2,1370,National,IVR/Online Panel/Text-to-Web,IND,2024-11-05
Emerson,2024-07-07,2024-07-08,Jill Stein,0.8,1370,National,IVR/Online Panel/Text-to-Web,GRE,2024-11-05
Emerson,2024-07-07,2024-07-08,Kamala Harris,42.8,1370,National,IVR/Online Panel/Text-to-Web,DEM,2024-11-05
Emerson,2024-07-07,2024-07-08,Donald Trump,49,1370,National,IVR/Online Panel/Text-to-Web,REP,2024-11-05
Emerson,2024-07-07,2024-07-08,Gavin Newsom,40.2,1370,National,IVR/Online Panel/Text-to-Web,DEM,2024-11-05
Emerson,2024-07-07,2024-07-08,Donald Trump,48.3,1370,National,IVR/Online Panel/Text-to-Web,REP,2024-11-05
Emerson,2024-07-07,2024-07-08,Gretchen Whitmer,37.7,1370,National,IVR/Online Panel/Text-to-Web,DEM,2024-11-05
Emerson,2024-07-07,2024-07-08,Donald Trump,47.8,1370,National,IVR/Online Panel/Text-to-Web,REP,2024-11-05
Emerson,2024-07-07,2024-07-08,Pete Buttigieg,39.1,1370,National,IVR/Online Panel/Text-to-Web,DEM,2024-11-05
Emerson,2024-07-07,2024-07-08,Donald Trump,48.9,1370,National,IVR/Online Panel/Text-to-Web,REP,2024-11-05
Emerson,2024-07-07,2024-07-08,Bernie Sanders,42,1370,National,IVR/Online Panel/Text-to-Web,DEM,2024-11-05
Emerson,2024-07-07,2024-07-08,Donald Trump,48,1370,National,IVR/Online Panel/Text-to-Web,REP,2024-11-05
Emerson,2024-07-07,2024-07-08,Hillary Rodham Clinton,41,1370,National,IVR/Online Panel/Text-to-Web,DEM,2024-11-05
Emerson,2024-07-07,2024-07-08,Donald Trump,48.3,1370,National,IVR/Online Panel/Text-to-Web,REP,2024-11-05
Emerson,2024-07-07,2024-07-08,Al Gore,42.2,1370,National,IVR/Online Panel/Text-to-Web,DEM,2024-11-05
Emerson,2024-07-07,2024-07-08,Donald Trump,46.9,1370,National,IVR/Online Panel/Text-to-Web,REP,2024-11-05
Emerson,2024-07-07,2024-07-08,Elizabeth Ann Warren,38.9,1370,National,IVR/Online Panel/Text-to-Web,DEM,2024-11-05
Emerson,2024-07-07,2024-07-08,Donald Trump,48.6,1370,National,IVR/Online Panel/Text-to-Web,REP,2024-11-05
Emerson,2024-07-07,2024-07-08,Josh Shapiro,37.9,1370,National,IVR/Online Panel/Text-to-Web,DEM,2024-11-05
Emerson,2024-07-07,2024-07-08,Donald Trump,46.3,1370,National,IVR/Online Panel/Text-to-Web,REP,2024-11-05
Morning Consult,2024-07-06,2024-07-08,Joe Biden,42,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2024-07-06,2024-07-08,Donald Trump,44,4000,National,Online Panel,REP,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Joe Biden,44,601,Arizona,Online Panel,DEM,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Donald Trump,48,601,Arizona,Online Panel,REP,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Joe Biden,39,601,Arizona,Online Panel,DEM,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Donald Trump,41,601,Arizona,Online Panel,REP,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Robert F. Kennedy,11,601,Arizona,Online Panel,IND,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Jill Stein,0,601,Arizona,Online Panel,GRE,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Cornel West,1,601,Arizona,Online Panel,IND,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Chase Oliver,1,601,Arizona,Online Panel,LIB,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Joe Biden,45,608,Georgia,Online Panel,DEM,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Donald Trump,49,608,Georgia,Online Panel,REP,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Joe Biden,39,608,Georgia,Online Panel,DEM,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Donald Trump,45,608,Georgia,Online Panel,REP,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Robert F. Kennedy,7,608,Georgia,Online Panel,IND,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Jill Stein,2,608,Georgia,Online Panel,GRE,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Cornel West,2,608,Georgia,Online Panel,IND,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Chase Oliver,1,608,Georgia,Online Panel,LIB,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Joe Biden,45,607,Michigan,Online Panel,DEM,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Donald Trump,48,607,Michigan,Online Panel,REP,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Joe Biden,40,607,Michigan,Online Panel,DEM,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Donald Trump,43,607,Michigan,Online Panel,REP,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Robert F. Kennedy,8,607,Michigan,Online Panel,IND,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Jill Stein,2,607,Michigan,Online Panel,GRE,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Cornel West,2,607,Michigan,Online Panel,IND,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Chase Oliver,0,607,Michigan,Online Panel,LIB,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Joe Biden,45,610,North Carolina,Online Panel,DEM,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Donald Trump,47,610,North Carolina,Online Panel,REP,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Joe Biden,41,610,North Carolina,Online Panel,DEM,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Donald Trump,43,610,North Carolina,Online Panel,REP,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Robert F. Kennedy,7,610,North Carolina,Online Panel,IND,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Jill Stein,1,610,North Carolina,Online Panel,GRE,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Cornel West,2,610,North Carolina,Online Panel,IND,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Chase Oliver,1,610,North Carolina,Online Panel,LIB,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Joe Biden,48,612,Pennsylvania,Online Panel,DEM,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Donald Trump,47,612,Pennsylvania,Online Panel,REP,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Joe Biden,44,612,Pennsylvania,Online Panel,DEM,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Donald Trump,42,612,Pennsylvania,Online Panel,REP,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Robert F. Kennedy,6,612,Pennsylvania,Online Panel,IND,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Jill Stein,2,612,Pennsylvania,Online Panel,GRE,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Cornel West,1,612,Pennsylvania,Online Panel,IND,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Chase Oliver,1,612,Pennsylvania,Online Panel,LIB,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Joe Biden,45,617,Wisconsin,Online Panel,DEM,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Donald Trump,47,617,Wisconsin,Online Panel,REP,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Joe Biden,42,617,Wisconsin,Online Panel,DEM,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Donald Trump,43,617,Wisconsin,Online Panel,REP,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Robert F. Kennedy,6,617,Wisconsin,Online Panel,IND,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Jill Stein,2,617,Wisconsin,Online Panel,GRE,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Cornel West,1,617,Wisconsin,Online Panel,IND,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Chase Oliver,2,617,Wisconsin,Online Panel,LIB,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Joe Biden,41,402,Nevada,Online Panel,DEM,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Donald Trump,50,402,Nevada,Online Panel,REP,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Joe Biden,35,402,Nevada,Online Panel,DEM,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Donald Trump,45,402,Nevada,Online Panel,REP,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Robert F. Kennedy,9,402,Nevada,Online Panel,IND,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Jill Stein,2,402,Nevada,Online Panel,GRE,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Cornel West,2,402,Nevada,Online Panel,IND,2024-11-05
Echelon Insights,2024-07-01,2024-07-08,Chase Oliver,1,402,Nevada,Online Panel,LIB,2024-11-05
Change Research,2024-07-06,2024-07-07,Joe Biden,38,2167,National,NA,DEM,2024-11-05
Change Research,2024-07-06,2024-07-07,Donald Trump,43,2167,National,NA,REP,2024-11-05
Change Research,2024-07-06,2024-07-07,Robert F. Kennedy,7,2167,National,NA,IND,2024-11-05
Morning Consult,2024-07-05,2024-07-07,Joe Biden,42,11323,National,Online Panel,DEM,2024-11-05
Morning Consult,2024-07-05,2024-07-07,Donald Trump,44,11323,National,Online Panel,REP,2024-11-05
Pew,2024-07-01,2024-07-07,Joe Biden,40,7729,National,Probability Panel,DEM,2024-11-05
Pew,2024-07-01,2024-07-07,Donald Trump,44,7729,National,Probability Panel,REP,2024-11-05
Pew,2024-07-01,2024-07-07,Robert F. Kennedy,15,7729,National,Probability Panel,IND,2024-11-05
Pew,2024-07-01,2024-07-07,Joe Biden,47,7729,National,Probability Panel,DEM,2024-11-05
Pew,2024-07-01,2024-07-07,Donald Trump,50,7729,National,Probability Panel,REP,2024-11-05
Lord Ashcroft Polls,2024-06-28,2024-07-07,Joe Biden,41,5016,National,Online Panel,DEM,2024-11-05
Lord Ashcroft Polls,2024-06-28,2024-07-07,Donald Trump,41,5016,National,Online Panel,REP,2024-11-05
Lord Ashcroft Polls,2024-06-28,2024-07-07,Joe Biden,38,5016,National,Online Panel,DEM,2024-11-05
Lord Ashcroft Polls,2024-06-28,2024-07-07,Donald Trump,38,5016,National,Online Panel,REP,2024-11-05
Lord Ashcroft Polls,2024-06-28,2024-07-07,Robert F. Kennedy,9,5016,National,Online Panel,IND,2024-11-05
Lord Ashcroft Polls,2024-06-28,2024-07-07,Jill Stein,1,5016,National,Online Panel,GRE,2024-11-05
Lord Ashcroft Polls,2024-06-28,2024-07-07,Cornel West,1,5016,National,Online Panel,IND,2024-11-05
Lord Ashcroft Polls,2024-06-28,2024-07-07,Joe Biden,44,4347,National,Online Panel,DEM,2024-11-05
Lord Ashcroft Polls,2024-06-28,2024-07-07,Donald Trump,42,4347,National,Online Panel,REP,2024-11-05
Lord Ashcroft Polls,2024-06-28,2024-07-07,Joe Biden,41,4347,National,Online Panel,DEM,2024-11-05
Lord Ashcroft Polls,2024-06-28,2024-07-07,Donald Trump,39,4347,National,Online Panel,REP,2024-11-05
Lord Ashcroft Polls,2024-06-28,2024-07-07,Robert F. Kennedy,9,4347,National,Online Panel,IND,2024-11-05
Lord Ashcroft Polls,2024-06-28,2024-07-07,Jill Stein,1,4347,National,Online Panel,GRE,2024-11-05
Lord Ashcroft Polls,2024-06-28,2024-07-07,Cornel West,1,4347,National,Online Panel,IND,2024-11-05
Morning Consult,2024-07-04,2024-07-06,Joe Biden,42,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2024-07-04,2024-07-06,Donald Trump,44,4000,National,Online Panel,REP,2024-11-05
Bendixen & Amandi International,2024-07-02,2024-07-06,Joe Biden,42,1000,National,Live Phone/Online Panel,DEM,2024-11-05
Bendixen & Amandi International,2024-07-02,2024-07-06,Donald Trump,43,1000,National,Live Phone/Online Panel,REP,2024-11-05
Bendixen & Amandi International,2024-07-02,2024-07-06,Kamala Harris,42,1000,National,Live Phone/Online Panel,DEM,2024-11-05
Bendixen & Amandi International,2024-07-02,2024-07-06,Donald Trump,41,1000,National,Live Phone/Online Panel,REP,2024-11-05
Bendixen & Amandi International,2024-07-02,2024-07-06,Gretchen Whitmer,36,1000,National,Live Phone/Online Panel,DEM,2024-11-05
Bendixen & Amandi International,2024-07-02,2024-07-06,Donald Trump,40,1000,National,Live Phone/Online Panel,REP,2024-11-05
Bendixen & Amandi International,2024-07-02,2024-07-06,Gavin Newsom,37,1000,National,Live Phone/Online Panel,DEM,2024-11-05
Bendixen & Amandi International,2024-07-02,2024-07-06,Donald Trump,40,1000,National,Live Phone/Online Panel,REP,2024-11-05
Bendixen & Amandi International,2024-07-02,2024-07-06,Hillary Rodham Clinton,43,1000,National,Live Phone/Online Panel,DEM,2024-11-05
Bendixen & Amandi International,2024-07-02,2024-07-06,Donald Trump,41,1000,National,Live Phone/Online Panel,REP,2024-11-05
Morning Consult,2024-07-03,2024-07-05,Joe Biden,43,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2024-07-03,2024-07-05,Donald Trump,44,4000,National,Online Panel,REP,2024-11-05
Morning Consult,2024-07-01,2024-07-05,Joe Biden,38,781,Arizona,Online Panel,DEM,2024-11-05
Morning Consult,2024-07-01,2024-07-05,Donald Trump,45,781,Arizona,Online Panel,REP,2024-11-05
Morning Consult,2024-07-01,2024-07-05,Robert F. Kennedy,9,781,Arizona,Online Panel,IND,2024-11-05
