candidate_name,pct,sample_size,state,start_date,end_date,methodology,party,candidate_win
Donald Trump,45,1407,National,2024-03-21,2024-03-25,Live Phone,REP,0
Joe Biden,38,1407,National,2024-03-21,2024-03-25,Live Phone,DEM,0
Donald Trump,39,1407,National,2024-03-21,2024-03-25,Live Phone,REP,0
Joe Biden,54,1084,California,2024-03-19,2024-03-25,Probability Panel,DEM,0
Donald Trump,31,1084,California,2024-03-19,2024-03-25,Probability Panel,REP,0
Joe Biden,44,5833,National,2024-03-22,2024-03-24,Online Panel,DEM,0
Donald Trump,43,5833,National,2024-03-22,2024-03-24,Online Panel,REP,0
Joe Biden,39,1000,National,2024-03-20,2024-03-24,Live Phone/Text/Online Ad,DEM,0
Donald Trump,43,1000,National,2024-03-20,2024-03-24,Live Phone/Text/Online Ad,REP,0
Joe Biden,43,1000,National,2024-03-20,2024-03-24,Live Phone/Text/Online Ad,DEM,0
Donald Trump,46,1000,National,2024-03-20,2024-03-24,Live Phone/Text/Online Ad,REP,0
Donald Trump,47,1000,National,2024-03-20,2024-03-24,Live Phone/Text/Online Ad,REP,0
Joe Biden,34,600,Arizona,2024-03-17,2024-03-24,Live Phone/Text-to-Web,DEM,0
Donald Trump,39,600,Arizona,2024-03-17,2024-03-24,Live Phone/Text-to-Web,REP,0
Joe Biden,37,600,Arizona,2024-03-17,2024-03-24,Live Phone/Text-to-Web,DEM,0
Donald Trump,43,600,Arizona,2024-03-17,2024-03-24,Live Phone/Text-to-Web,REP,0
Donald Trump,38,600,Georgia,2024-03-17,2024-03-24,Live Phone/Text-to-Web,REP,0
Joe Biden,37,600,Michigan,2024-03-17,2024-03-24,Live Phone/Text-to-Web,DEM,0
Joe Biden,40,600,Michigan,2024-03-17,2024-03-24,Live Phone/Text-to-Web,DEM,0
Donald Trump,45,600,Michigan,2024-03-17,2024-03-24,Live Phone/Text-to-Web,REP,0
Donald Trump,48,600,Michigan,2024-03-17,2024-03-24,Live Phone/Text-to-Web,REP,0
Joe Biden,34,600,North Carolina,2024-03-17,2024-03-24,Live Phone/Text-to-Web,DEM,0
Donald Trump,45,600,North Carolina,2024-03-17,2024-03-24,Live Phone/Text-to-Web,REP,0
Donald Trump,49,600,North Carolina,2024-03-17,2024-03-24,Live Phone/Text-to-Web,REP,0
Joe Biden,33,600,Nevada,2024-03-17,2024-03-24,Live Phone/Text-to-Web,DEM,0
Donald Trump,37,600,Nevada,2024-03-17,2024-03-24,Live Phone/Text-to-Web,REP,0
Joe Biden,38,600,Nevada,2024-03-17,2024-03-24,Live Phone/Text-to-Web,DEM,0
Donald Trump,42,600,Nevada,2024-03-17,2024-03-24,Live Phone/Text-to-Web,REP,0
Donald Trump,48,600,Nevada,2024-03-17,2024-03-24,Live Phone/Text-to-Web,REP,0
Joe Biden,38,600,Pennsylvania,2024-03-17,2024-03-24,Live Phone/Text-to-Web,DEM,0
Donald Trump,44,600,Pennsylvania,2024-03-17,2024-03-24,Live Phone/Text-to-Web,REP,0
Joe Biden,44,600,Pennsylvania,2024-03-17,2024-03-24,Live Phone/Text-to-Web,DEM,0
Donald Trump,47,600,Pennsylvania,2024-03-17,2024-03-24,Live Phone/Text-to-Web,REP,0
Donald Trump,38,600,Wisconsin,2024-03-17,2024-03-24,Live Phone/Text-to-Web,REP,0
Joe Biden,43,600,Wisconsin,2024-03-17,2024-03-24,Live Phone/Text-to-Web,DEM,0
Donald Trump,42,600,Wisconsin,2024-03-17,2024-03-24,Live Phone/Text-to-Web,REP,0
Joe Biden,46,600,Wisconsin,2024-03-17,2024-03-24,Live Phone/Text-to-Web,DEM,0
Donald Trump,46,600,Wisconsin,2024-03-17,2024-03-24,Live Phone/Text-to-Web,REP,0
Joe Biden,44,4000,National,2024-03-21,2024-03-23,Online Panel,DEM,0
Donald Trump,43,4000,National,2024-03-21,2024-03-23,Online Panel,REP,0
Joe Biden,47.3,1001,National,2024-03-08,2024-03-22,App Panel,DEM,0
Donald Trump,52.7,1001,National,2024-03-08,2024-03-22,App Panel,REP,0
Joe Biden,49,2271,National,2024-03-20,2024-03-21,Online Panel,DEM,0
Donald Trump,51,2271,National,2024-03-20,2024-03-21,Online Panel,REP,0
Donald Trump,43,2271,National,2024-03-20,2024-03-21,Online Panel,REP,0
Donald Trump,43,2271,National,2024-03-20,2024-03-21,Online Panel,REP,0
Joe Biden,43,4000,National,2024-03-19,2024-03-21,Online Panel,DEM,0
Donald Trump,42,4000,National,2024-03-19,2024-03-21,Online Panel,REP,0
Donald Trump,43,1006,National,2024-03-18,2024-03-21,Online Panel,REP,0
Joe Biden,44,1117,Texas,2024-03-18,2024-03-21,Live Phone/Online Panel/Text,DEM,0
Donald Trump,48,1117,Texas,2024-03-18,2024-03-21,Live Phone/Online Panel/Text,REP,0
Joe Biden,48,600,Washington,2024-03-18,2024-03-21,Live Phone/Text-to-Web,DEM,0
Joe Biden,43,4000,National,2024-03-18,2024-03-20,Online Panel,DEM,0
Donald Trump,45,1000,Arizona,2024-03-16,2024-03-20,IVR/Online Panel/Text-to-Web,REP,0
Donald Trump,46,1000,Georgia,2024-03-16,2024-03-20,IVR/Online Panel/Text-to-Web,REP,0
Donald Trump,45.5,1000,Michigan,2024-03-16,2024-03-20,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,41.7,1000,Nevada,2024-03-16,2024-03-20,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,45.1,1000,Nevada,2024-03-16,2024-03-20,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,44.7,1000,North Carolina,2024-03-16,2024-03-20,IVR/Online Panel/Text-to-Web,DEM,0
Joe Biden,43.8,1000,Pennsylvania,2024-03-16,2024-03-20,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,46.6,1000,Pennsylvania,2024-03-16,2024-03-20,IVR/Online Panel/Text-to-Web,REP,0
Donald Trump,46.7,1000,Wisconsin,2024-03-16,2024-03-20,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,42,4000,National,2024-03-17,2024-03-19,Online Panel,DEM,0
Donald Trump,44,4000,National,2024-03-17,2024-03-19,Online Panel,REP,0
Joe Biden,44,1510,National,2024-03-16,2024-03-19,Online Panel,DEM,0
Donald Trump,43,1510,National,2024-03-16,2024-03-19,Online Panel,REP,0
Joe Biden,45,1001,National,2024-03-15,2024-03-19,Live Phone,DEM,0
Donald Trump,46,1001,National,2024-03-15,2024-03-19,Live Phone,REP,0
Joe Biden,49,632,Colorado,2024-03-15,2024-03-19,Online Panel/Text-to-Web,DEM,0
Donald Trump,39,632,Colorado,2024-03-15,2024-03-19,Online Panel/Text-to-Web,REP,0
Joe Biden,45,401,Arizona,2024-03-12,2024-03-19,Live Phone/Text-to-Web,DEM,0
Donald Trump,51,401,Arizona,2024-03-12,2024-03-19,Live Phone/Text-to-Web,REP,0
Joe Biden,42,400,Georgia,2024-03-12,2024-03-19,Live Phone/Text-to-Web,DEM,0
Donald Trump,52,400,Georgia,2024-03-12,2024-03-19,Live Phone/Text-to-Web,REP,0
Joe Biden,45,400,Pennsylvania,2024-03-12,2024-03-19,Live Phone/Text-to-Web,DEM,0
Donald Trump,49,400,Pennsylvania,2024-03-12,2024-03-19,Live Phone/Text-to-Web,REP,0
Joe Biden,47,400,Wisconsin,2024-03-12,2024-03-19,Live Phone/Text-to-Web,DEM,0
Donald Trump,46,400,Wisconsin,2024-03-12,2024-03-19,Live Phone/Text-to-Web,REP,0
Joe Biden,43,4000,National,2024-03-16,2024-03-18,Online Panel,DEM,0
Joe Biden,49.7,1000,Michigan,2024-03-14,2024-03-18,IVR/Online Panel/Email,DEM,0
Donald Trump,50.3,1000,Michigan,2024-03-14,2024-03-18,IVR/Online Panel/Email,REP,0
Donald Trump,44.6,1000,Michigan,2024-03-14,2024-03-18,IVR/Online Panel/Email,REP,0
Joe Biden,48.2,1000,Wisconsin,2024-03-14,2024-03-18,IVR/Online Panel/Email,DEM,0
Donald Trump,51.8,1000,Wisconsin,2024-03-14,2024-03-18,IVR/Online Panel/Email,REP,0
Joe Biden,39.6,1000,Wisconsin,2024-03-14,2024-03-18,IVR/Online Panel/Email,DEM,0
Donald Trump,43.4,1000,Wisconsin,2024-03-14,2024-03-18,IVR/Online Panel/Email,REP,0
Joe Biden,42,1097,Michigan,2024-03-13,2024-03-18,Live Phone/Probability Panel,DEM,0
Donald Trump,50,1097,Michigan,2024-03-13,2024-03-18,Live Phone/Probability Panel,REP,0
Joe Biden,34,1097,Michigan,2024-03-13,2024-03-18,Live Phone/Probability Panel,DEM,0
Joe Biden,46,1132,Pennsylvania,2024-03-13,2024-03-18,Live Phone/Probability Panel,DEM,0
Donald Trump,46,1132,Pennsylvania,2024-03-13,2024-03-18,Live Phone/Probability Panel,REP,0
Joe Biden,38,1132,Pennsylvania,2024-03-13,2024-03-18,Live Phone/Probability Panel,DEM,0
Donald Trump,40,1132,Pennsylvania,2024-03-13,2024-03-18,Live Phone/Probability Panel,REP,0
Donald Trump,43,5777,National,2024-03-15,2024-03-17,Online Panel,REP,0
Joe Biden,44.4,1053,National,2024-03-15,2024-03-17,IVR/Text-to-Web,DEM,0
Donald Trump,44.1,1053,National,2024-03-15,2024-03-17,IVR/Text-to-Web,REP,0
Joe Biden,47.1,941,National,2024-03-15,2024-03-17,IVR/Text-to-Web,DEM,0
Donald Trump,46,600,Arizona,2024-03-14,2024-03-17,Live Phone/Text-to-Web,REP,0
Joe Biden,41,516,Arizona,2024-03-14,2024-03-17,Online Panel,DEM,0
Donald Trump,44,516,Arizona,2024-03-14,2024-03-17,Online Panel,REP,0
Joe Biden,39,875,Florida,2024-03-14,2024-03-17,Online Panel,DEM,0
Donald Trump,44,760,Georgia,2024-03-14,2024-03-17,Online Panel,REP,0
Joe Biden,41,775,Pennsylvania,2024-03-14,2024-03-17,Online Panel,DEM,0
Joe Biden,38,704,National,2024-03-11,2024-03-17,Live Phone,DEM,0
Donald Trump,45,704,National,2024-03-11,2024-03-17,Live Phone,REP,0
Donald Trump,47,627,Michigan,2024-03-15,2024-03-16,Text-to-Web,REP,0
Joe Biden,42,627,Michigan,2024-03-15,2024-03-16,Text-to-Web,DEM,0
Joe Biden,43,4000,National,2024-03-14,2024-03-16,Online Panel,DEM,0
Donald Trump,43,4000,National,2024-03-14,2024-03-16,Online Panel,REP,0
Joe Biden,40,1124,National,2024-03-15,2024-03-15,Online Panel,DEM,0
Joe Biden,43,4000,National,2024-03-13,2024-03-15,Online Panel,DEM,0
Donald Trump,43,4000,National,2024-03-13,2024-03-15,Online Panel,REP,0
Donald Trump,52.3,1000,Arizona,2024-03-12,2024-03-15,IVR/Online Panel/Email,REP,0
Joe Biden,37.9,1000,Arizona,2024-03-12,2024-03-15,IVR/Online Panel/Email,DEM,0
Joe Biden,48.7,1000,Nevada,2024-03-12,2024-03-15,IVR/Online Panel/Email,DEM,0
Donald Trump,51.3,1000,Nevada,2024-03-12,2024-03-15,IVR/Online Panel/Email,REP,0
Joe Biden,36,1000,Nevada,2024-03-12,2024-03-15,IVR/Online Panel/Email,DEM,0
Donald Trump,41,1000,Nevada,2024-03-12,2024-03-15,IVR/Online Panel/Email,REP,0
Donald Trump,46,2145,National,2024-03-11,2024-03-15,Online Panel/Text-to-Web,REP,0
Joe Biden,40,2145,National,2024-03-11,2024-03-15,Online Panel/Text-to-Web,DEM,0
Donald Trump,43,2145,National,2024-03-11,2024-03-15,Online Panel/Text-to-Web,REP,0
Joe Biden,44,2510,National,2024-03-11,2024-03-15,Online Panel/Text-to-Web,DEM,0
Donald Trump,43,2510,National,2024-03-11,2024-03-15,Online Panel/Text-to-Web,REP,0
Donald Trump,41,2510,National,2024-03-11,2024-03-15,Online Panel/Text-to-Web,REP,0
Joe Biden,36,447,Nevada,2024-03-08,2024-03-15,Online Panel,DEM,0
Donald Trump,42,447,Nevada,2024-03-08,2024-03-15,Online Panel,REP,0
Joe Biden,44,447,Nevada,2024-03-08,2024-03-15,Online Panel,DEM,0
Donald Trump,46,447,Nevada,2024-03-08,2024-03-15,Online Panel,REP,0
Joe Biden,43,4000,National,2024-03-12,2024-03-14,Online Panel,DEM,0
Donald Trump,51,1177,Georgia,2024-03-11,2024-03-14,Live Phone/Online Panel/Text-to-Web,REP,0
Joe Biden,40,1177,Georgia,2024-03-11,2024-03-14,Live Phone/Online Panel/Text-to-Web,DEM,0
Donald Trump,45,1177,Georgia,2024-03-11,2024-03-14,Live Phone/Online Panel/Text-to-Web,REP,0
Joe Biden,48,1197,North Carolina,2024-03-11,2024-03-14,Live Phone/Online Panel/Text-to-Web,DEM,0
Donald Trump,51,1197,North Carolina,2024-03-11,2024-03-14,Live Phone/Online Panel/Text-to-Web,REP,0
Joe Biden,43,1197,North Carolina,2024-03-11,2024-03-14,Live Phone/Online Panel/Text-to-Web,DEM,0
Donald Trump,46,1197,North Carolina,2024-03-11,2024-03-14,Live Phone/Online Panel/Text-to-Web,REP,0
Joe Biden,43,1000,National,2024-03-09,2024-03-14,Online Panel,DEM,0
Donald Trump,49,1000,National,2024-03-09,2024-03-14,Online Panel,REP,0
Joe Biden,34,1000,National,2024-03-09,2024-03-14,Online Panel,DEM,0
Joe Biden,37,796,Arizona,2024-03-08,2024-03-14,Online Panel,DEM,0
Donald Trump,43,796,Arizona,2024-03-08,2024-03-14,Online Panel,REP,0
Joe Biden,43,796,Arizona,2024-03-08,2024-03-14,Online Panel,DEM,0
Joe Biden,39,697,Wisconsin,2024-03-08,2024-03-14,Online Panel,DEM,0
Donald Trump,45,697,Wisconsin,2024-03-08,2024-03-14,Online Panel,REP,0
Donald Trump,50.4,753,Ohio,2024-03-13,2024-03-13,IVR/Text-to-Web,REP,0
Joe Biden,40.4,705,Ohio,2024-03-13,2024-03-13,IVR/Text-to-Web,DEM,0
Joe Biden,46,837,National,2024-03-12,2024-03-13,IVR/Text,DEM,0
Donald Trump,45,837,National,2024-03-12,2024-03-13,IVR/Text,REP,0
Joe Biden,41.7,1963,Florida,2024-03-11,2024-03-13,IVR/Text-to-Web,DEM,0
Donald Trump,47.5,1963,Florida,2024-03-11,2024-03-13,IVR/Text-to-Web,REP,0
Joe Biden,44,4000,National,2024-03-11,2024-03-13,Online Panel,DEM,0
Donald Trump,42,4000,National,2024-03-11,2024-03-13,Online Panel,REP,0
Joe Biden,48.2,1000,Pennsylvania,2024-03-10,2024-03-13,IVR/Online Panel/Text-to-Web/Email,DEM,0
Joe Biden,40.2,1000,Pennsylvania,2024-03-10,2024-03-13,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,43.7,1000,Pennsylvania,2024-03-10,2024-03-13,IVR/Online Panel/Text-to-Web/Email,REP,0
Donald Trump,36.3,2026,National,2024-03-08,2024-03-13,Online Panel,REP,0
Donald Trump,39.1,1628,National,2024-03-08,2024-03-13,Online Panel,REP,0
Joe Biden,39.5,1436,National,2024-03-08,2024-03-13,Online Panel,DEM,0
Donald Trump,40.9,1436,National,2024-03-08,2024-03-13,Online Panel,REP,0
Joe Biden,50,3356,National,2024-03-07,2024-03-13,Probability Panel,DEM,0
Donald Trump,36,4094,National,2024-03-07,2024-03-13,Probability Panel,REP,0
Donald Trump,32,4094,National,2024-03-07,2024-03-13,Probability Panel,REP,0
Joe Biden,42,1367,National,2024-03-10,2024-03-12,Online Panel,DEM,0
Joe Biden,44,4000,National,2024-03-10,2024-03-12,Online Panel,DEM,0
Donald Trump,43,4000,National,2024-03-10,2024-03-12,Online Panel,REP,0
Joe Biden,45,1324,National,2024-03-09,2024-03-12,Online Panel/Online Ad,DEM,0
Joe Biden,45,1487,Michigan,2024-03-08,2024-03-12,Live Phone,DEM,0
Donald Trump,48,1487,Michigan,2024-03-08,2024-03-12,Live Phone,REP,0
Joe Biden,36,1487,Michigan,2024-03-08,2024-03-12,Live Phone,DEM,0
Joe Biden,38,788,Georgia,2024-03-08,2024-03-12,Online Panel,DEM,0
Donald Trump,45,788,Georgia,2024-03-08,2024-03-12,Online Panel,REP,0
Donald Trump,40,698,Michigan,2024-03-08,2024-03-12,Online Panel,REP,0
Joe Biden,45,698,Michigan,2024-03-08,2024-03-12,Online Panel,DEM,0
Donald Trump,45,698,Michigan,2024-03-08,2024-03-12,Online Panel,REP,0
Joe Biden,39,699,North Carolina,2024-03-08,2024-03-12,Online Panel,DEM,0
Donald Trump,49,699,North Carolina,2024-03-08,2024-03-12,Online Panel,REP,0
Joe Biden,38,807,Pennsylvania,2024-03-08,2024-03-12,Online Panel,DEM,0
Donald Trump,44,807,Pennsylvania,2024-03-08,2024-03-12,Online Panel,REP,0
Joe Biden,45,807,Pennsylvania,2024-03-08,2024-03-12,Online Panel,DEM,0
Joe Biden,44,4000,National,2024-03-09,2024-03-11,Online Panel,DEM,0
Donald Trump,46,990,National,2024-03-08,2024-03-11,Online Panel,REP,0
Joe Biden,41,992,National,2024-03-08,2024-03-11,Online Panel,DEM,0
Donald Trump,43,992,National,2024-03-08,2024-03-11,Online Panel,REP,0
Donald Trump,40,1000,National,2024-03-08,2024-03-11,Live Phone,REP,0
Joe Biden,37.6,1298,Ohio,2024-03-08,2024-03-11,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,48.1,1298,Ohio,2024-03-08,2024-03-11,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,38,1378,Florida,2024-03-08,2024-03-11,Live Phone/Online Panel/Text-to-Web/Text,DEM,0
Donald Trump,51.4,1378,Florida,2024-03-08,2024-03-11,Live Phone/Online Panel/Text-to-Web/Text,REP,0
Joe Biden,38.7,1318,Florida,2024-03-08,2024-03-11,Live Phone/Online Panel/Text-to-Web/Text,DEM,0
Joe Biden,36.4,1378,Florida,2024-03-08,2024-03-11,Live Phone/Online Panel/Text-to-Web/Text,DEM,0
Donald Trump,49.9,1378,Florida,2024-03-08,2024-03-11,Live Phone/Online Panel/Text-to-Web/Text,REP,0
Joe Biden,37.2,1318,Florida,2024-03-08,2024-03-11,Live Phone/Online Panel/Text-to-Web/Text,DEM,0
Joe Biden,36.3,1378,Florida,2024-03-08,2024-03-11,Live Phone/Online Panel/Text-to-Web/Text,DEM,0
Donald Trump,49.5,1378,Florida,2024-03-08,2024-03-11,Live Phone/Online Panel/Text-to-Web/Text,REP,0
Donald Trump,50,1318,Florida,2024-03-08,2024-03-11,Live Phone/Online Panel/Text-to-Web/Text,REP,0
Joe Biden,43.4,1378,Florida,2024-03-08,2024-03-11,Live Phone/Online Panel/Text-to-Web/Text,DEM,0
Joe Biden,43.7,1318,Florida,2024-03-08,2024-03-11,Live Phone/Online Panel/Text-to-Web/Text,DEM,0
Donald Trump,56.3,1318,Florida,2024-03-08,2024-03-11,Live Phone/Online Panel/Text-to-Web/Text,REP,0
Donald Trump,49,1149,Pennsylvania,2024-03-07,2024-03-11,Live Phone/Text-to-Web,REP,0
Joe Biden,42,1149,Pennsylvania,2024-03-07,2024-03-11,Live Phone/Text-to-Web,DEM,0
Donald Trump,42,1149,Pennsylvania,2024-03-07,2024-03-11,Live Phone/Text-to-Web,REP,0
Joe Biden,45,1121,Arizona,2024-03-07,2024-03-11,Live Phone/Text-to-Web,DEM,0
Donald Trump,49,1121,Arizona,2024-03-07,2024-03-11,Live Phone/Text-to-Web,REP,0
Joe Biden,39,1121,Arizona,2024-03-07,2024-03-11,Live Phone/Text-to-Web,DEM,0
Joe Biden,38,1241,Ohio,2024-03-06,2024-03-11,Online Panel,DEM,0
Donald Trump,50,1241,Ohio,2024-03-06,2024-03-11,Online Panel,REP,0
Donald Trump,44,1241,Ohio,2024-03-06,2024-03-11,Online Panel,REP,0
Kamala Harris,38,1241,Ohio,2024-03-06,2024-03-11,Online Panel,DEM,0
Donald Trump,51,1241,Ohio,2024-03-06,2024-03-11,Online Panel,REP,0
Joe Biden,48,1126,Georgia,2024-03-04,2024-03-11,Online Panel,DEM,0
Donald Trump,51,1126,Georgia,2024-03-04,2024-03-11,Online Panel,REP,0
Joe Biden,43,6300,National,2024-03-08,2024-03-10,Online Panel,DEM,0
Donald Trump,44,6300,National,2024-03-08,2024-03-10,Online Panel,REP,0
Joe Biden,48,2017,National,2024-03-08,2024-03-10,Online Panel,DEM,0
Donald Trump,44,2017,National,2024-03-08,2024-03-10,Online Panel,REP,0
Donald Trump,55.4,1300,Ohio,2024-03-07,2024-03-10,IVR/Online Panel/Text-to-Web/Email,REP,0
Joe Biden,38,1300,Ohio,2024-03-07,2024-03-10,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,43,4000,National,2024-03-07,2024-03-09,Online Panel,REP,0
Donald Trump,44,4000,National,2024-03-06,2024-03-08,Online Panel,REP,0
Joe Biden,39.8,600,North Carolina,2024-03-06,2024-03-07,Live Phone/Text-to-Web,DEM,0
Donald Trump,45.2,600,North Carolina,2024-03-06,2024-03-07,Live Phone/Text-to-Web,REP,0
Donald Trump,52,1000,Georgia,2024-03-05,2024-03-07,IVR/Online Panel/Text-to-Web/Email,REP,0
Joe Biden,37.1,1000,Georgia,2024-03-05,2024-03-07,IVR/Online Panel/Text-to-Web/Email,DEM,0
Joe Biden,43,4000,National,2024-03-05,2024-03-07,Online Panel,DEM,0
Donald Trump,43,4000,National,2024-03-05,2024-03-07,Online Panel,REP,0
Joe Biden,51,1350,National,2024-03-05,2024-03-06,IVR/Online Panel/Email,DEM,0
Joe Biden,41.5,1350,National,2024-03-05,2024-03-06,IVR/Online Panel/Email,DEM,0
Donald Trump,43.2,1350,National,2024-03-05,2024-03-06,IVR/Online Panel/Email,REP,0
Joe Biden,42,4000,National,2024-03-04,2024-03-06,Online Panel,DEM,0
Joe Biden,42,1450,National,2024-03-03,2024-03-05,Online Panel,DEM,0
Joe Biden,43,4000,National,2024-03-03,2024-03-05,Online Panel,DEM,0
Donald Trump,43,4000,National,2024-03-03,2024-03-05,Online Panel,REP,0
Joe Biden,28.7,1000,Indiana,2024-03-02,2024-03-05,Online Panel/Email/Text-to-Web,DEM,0
Donald Trump,45,829,Nevada,2024-02-27,2024-03-05,Online Panel,REP,0
Donald Trump,40,829,Nevada,2024-02-27,2024-03-05,Online Panel,REP,0
Joe Biden,44,4000,National,2024-03-02,2024-03-04,Online Panel,DEM,0
Donald Trump,43,4000,National,2024-03-02,2024-03-04,Online Panel,REP,0
Joe Biden,44,6334,National,2024-03-01,2024-03-03,Online Panel,DEM,0
Donald Trump,43,6334,National,2024-03-01,2024-03-03,Online Panel,REP,0
Joe Biden,44,4000,National,2024-03-01,2024-03-03,Online Panel,DEM,0
Joe Biden,37.8,179,Alabama,2024-02-29,2024-03-03,IVR/Text-to-Web,DEM,0
Donald Trump,57.4,179,Alabama,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Joe Biden,54.4,740,California,2024-02-29,2024-03-03,IVR/Text-to-Web,DEM,0
Joe Biden,56.3,692,California,2024-02-29,2024-03-03,IVR/Text-to-Web,DEM,0
Donald Trump,37.4,692,California,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Joe Biden,47.6,179,Colorado,2024-02-29,2024-03-03,IVR/Text-to-Web,DEM,0
Donald Trump,42.6,179,Colorado,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Joe Biden,48.3,170,Colorado,2024-02-29,2024-03-03,IVR/Text-to-Web,DEM,0
Donald Trump,44.1,170,Colorado,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Donald Trump,33.5,271,Massachusetts,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Joe Biden,58.8,263,Massachusetts,2024-02-29,2024-03-03,IVR/Text-to-Web,DEM,0
Donald Trump,33.7,263,Massachusetts,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Joe Biden,40.1,270,North Carolina,2024-02-29,2024-03-03,IVR/Text-to-Web,DEM,0
Donald Trump,52,270,North Carolina,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Joe Biden,34.2,216,Tennessee,2024-02-29,2024-03-03,IVR/Text-to-Web,DEM,0
Donald Trump,58.4,216,Tennessee,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Joe Biden,34.4,201,Tennessee,2024-02-29,2024-03-03,IVR/Text-to-Web,DEM,0
Donald Trump,58.9,201,Tennessee,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Joe Biden,41.5,489,Texas,2024-02-29,2024-03-03,IVR/Text-to-Web,DEM,0
Joe Biden,42.3,458,Texas,2024-02-29,2024-03-03,IVR/Text-to-Web,DEM,0
Donald Trump,50.9,458,Texas,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Donald Trump,41.8,394,Virginia,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Joe Biden,48.6,368,Virginia,2024-02-29,2024-03-03,IVR/Text-to-Web,DEM,0
Donald Trump,42.4,368,Virginia,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Donald Trump,38.7,125,Minnesota,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Donald Trump,38.7,125,Minnesota,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Donald Trump,46.3,174,Utah,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Donald Trump,45.9,166,Utah,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Joe Biden,58.2,117,Vermont,2024-02-29,2024-03-03,IVR/Text-to-Web,DEM,0
Joe Biden,59.3,111,Vermont,2024-02-29,2024-03-03,IVR/Text-to-Web,DEM,0
Donald Trump,28.4,111,Vermont,2024-02-29,2024-03-03,IVR/Text-to-Web,REP,0
Joe Biden,39,1115,National,2024-03-02,2024-03-02,Online Panel,DEM,0
Donald Trump,43,1115,National,2024-03-02,2024-03-02,Online Panel,REP,0
Donald Trump,44,4000,National,2024-02-29,2024-03-02,Online Panel,REP,0
Joe Biden,35,1000,Montana,2024-02-26,2024-03-02,Online Panel/Email/Text-to-Web,DEM,0
Donald Trump,48.5,1000,Montana,2024-02-26,2024-03-02,Online Panel/Email/Text-to-Web,REP,0
Joe Biden,41,1120,Alaska,2024-02-23,2024-03-02,Online Panel/Text,DEM,0
Donald Trump,53,1120,Alaska,2024-02-23,2024-03-02,Online Panel/Text,REP,0
Joe Biden,41,1120,Alaska,2024-02-23,2024-03-02,Online Panel/Text,DEM,0
Donald Trump,52,1436,National,2024-02-28,2024-03-01,Online Panel,REP,0
Joe Biden,43,1246,National,2024-02-28,2024-03-01,Online Panel,DEM,0
Joe Biden,38,1246,National,2024-02-28,2024-03-01,Online Panel,DEM,0
Donald Trump,38,1246,National,2024-02-28,2024-03-01,Online Panel,REP,0
Joe Biden,42,4000,National,2024-02-28,2024-03-01,Online Panel,DEM,0
Donald Trump,44,4000,National,2024-02-28,2024-03-01,Online Panel,REP,0
Donald Trump,44,4000,National,2024-02-27,2024-02-29,Online Panel,REP,0
Joe Biden,36,1185,National,2024-02-26,2024-02-28,Probability Panel,DEM,0
Donald Trump,36,1185,National,2024-02-26,2024-02-28,Probability Panel,REP,0
Joe Biden,42,4000,National,2024-02-26,2024-02-28,Online Panel,DEM,0
Donald Trump,44,4000,National,2024-02-26,2024-02-28,Online Panel,REP,0
Donald Trump,48,980,National,2024-02-25,2024-02-28,Live Phone,REP,0
Donald Trump,48,980,National,2024-02-25,2024-02-28,Live Phone,REP,0
Joe Biden,37,980,National,2024-02-25,2024-02-28,Live Phone,DEM,0
Donald Trump,47,980,National,2024-02-25,2024-02-28,Live Phone,REP,0
Kamala Harris,42,980,National,2024-02-25,2024-02-28,Live Phone,DEM,0
Donald Trump,48,980,National,2024-02-25,2024-02-28,Live Phone,REP,0
Joe Biden,38,1262,National,2024-02-25,2024-02-28,Live Phone/Text-to-Web,DEM,0
Donald Trump,41,1262,National,2024-02-25,2024-02-28,Live Phone/Text-to-Web,REP,0
